Year,Month,Running Month,Longitude,Latitude,I=U*A-S1,I=U*A-Median,I=U*A-S5,I=U*A-Mean,I=U*A-Observation number,I=U*A-Standard deviation,I=U*A-Mean day of the month,I=U*A-Fraction of daylight observations,J=V*A-S1,J=V*A-Median,J=V*A-S5,J=V*A-Mean,J=V*A-Observation number,J=V*A-Standard deviation,J=V*A-Mean day of the month,J=V*A-Fraction of daylight observations,K=U*Q-S1,K=U*Q-Median,K=U*Q-S5,K=U*Q-Mean,K=U*Q-Observation number,K=U*Q-Standard deviation,K=U*Q-Mean day of the month,K=U*Q-Fraction of daylight observations,L=V*Q-S1,L=V*Q-Median,L=V*Q-S5,L=V*Q-Mean,L=V*Q-Observation number,L=V*Q-Standard deviation,L=V*Q-Mean day of the month,L=V*Q-Fraction of daylight observations,M=(QS-Q)*U-S1,M=(QS-Q)*U-Median,M=(QS-Q)*U-S5,M=(QS-Q)*U-Mean,M=(QS-Q)*U-Observation number,M=(QS-Q)*U-Standard deviation,M=(QS-Q)*U-Mean day of the month,M=(QS-Q)*U-Fraction of daylight observations,N=(QS-Q)*V-S1,N=(QS-Q)*V-Median,N=(QS-Q)*V-S5,N=(QS-Q)*V-Mean,N=(QS-Q)*V-Observation number,N=(QS-Q)*V-Standard deviation,N=(QS-Q)*V-Mean day of the month,N=(QS-Q)*V-Fraction of daylight observations,B1=W*W*W-S1,B1=W*W*W-Median,B1=W*W*W-S5,B1=W*W*W-Mean,B1=W*W*W-Observation number,B1=W*W*W-Standard deviation,B1=W*W*W-Mean day of the month,B1=W*W*W-Fraction of daylight observations,B2=W*W*W-S1,B2=W*W*W-Median,B2=W*W*W-S5,B2=W*W*W-Mean,B2=W*W*W-Observation number,B2=W*W*W-Standard deviation,B2=W*W*W-Mean day of the month,B2=W*W*W-Fraction of daylight observations,D=S-A-S1,D=S-A-Median,D=S-A-S5,D=S-A-Mean,D=S-A-Observation number,D=S-A-Standard deviation,D=S-A-Mean day of the month,D=S-A-Fraction of daylight observations,E=(S-A)*W-S1,E=(S-A)*W-Median,E=(S-A)*W-S5,E=(S-A)*W-Mean,E=(S-A)*W-Observation number,E=(S-A)*W-Standard deviation,E=(S-A)*W-Mean day of the month,E=(S-A)*W-Fraction of daylight observations,F=QS-Q-S1,F=QS-Q-Median,F=QS-Q-S5,F=QS-Q-Mean,F=QS-Q-Observation number,F=QS-Q-Standard deviation,F=QS-Q-Mean day of the month,F=QS-Q-Fraction of daylight observations,G=(QS-Q)*W-S1,G=(QS-Q)*W-Median,G=(QS-Q)*W-S5,G=(QS-Q)*W-Mean,G=(QS-Q)*W-Observation number,G=(QS-Q)*W-Standard deviation,G=(QS-Q)*W-Mean day of the month,G=(QS-Q)*W-Fraction of daylight observations,S-S1,S-Median,S-S5,S-Mean,S-Observation number,S-Standard deviation,S-Mean day of the month,S-Fraction of daylight observations,A-S1,A-Median,A-S5,A-Mean,A-Observation number,A-Standard deviation,A-Mean day of the month,A-Fraction of daylight observations,Q-S1,Q-Median,Q-S5,Q-Mean,Q-Observation number,Q-Standard deviation,Q-Mean day of the month,Q-Fraction of daylight observations,R-S1_x,R-Median_x,R-S5_x,R-Mean_x,R-Observation number_x,R-Standard deviation_x,R-Mean day of the month_x,R-Fraction of daylight observations_x,W-S1,W-Median,W-S5,W-Mean,W-Observation number,W-Standard deviation,W-Mean day of the month,W-Fraction of daylight observations,U-S1,U-Median,U-S5,U-Mean,U-Observation number,U-Standard deviation,U-Mean day of the month,U-Fraction of daylight observations,V-S1,V-Median,V-S5,V-Mean,V-Observation number,V-Standard deviation,V-Mean day of the month,V-Fraction of daylight observations,P-S1,P-Median,P-S5,P-Mean,P-Observation number,P-Standard deviation,P-Mean day of the month,P-Fraction of daylight observations,C-S1,C-Median,C-S5,C-Mean,C-Observation number,C-Standard deviation,C-Mean day of the month,C-Fraction of daylight observations,R-S1_y,R-Median_y,R-S5_y,R-Mean_y,R-Observation number_y,R-Standard deviation_y,R-Mean day of the month_y,R-Fraction of daylight observations_y,X=W*U-S1,X=W*U-Median,X=W*U-S5,X=W*U-Mean,X=W*U-Observation number,X=W*U-Standard deviation,X=W*U-Mean day of the month,X=W*U-Fraction of daylight observations,Y=W*V-S1,Y=W*V-Median,Y=W*V-S5,Y=W*V-Mean,Y=W*V-Observation number,Y=W*V-Standard deviation,Y=W*V-Mean day of the month,Y=W*V-Fraction of daylight observations
2009,10,24118,-49.5,42.5,-166.0,41.9,80.8,-5.5,19.0,128.0,10.0,0.5,-95.8,-73.8,121.3,-15.1,19.0,107.6,10.0,0.5,-106.1,15.2,47.1,-10.2,17.0,77.4,8.0,0.6,-61.5,-49.4,29.1,-24.4,17.0,52.6,8.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,10.3,16.99,11.32,20.0,4.98,10.0,0.6,-14.27,3.03,6.43,-0.85,20.0,9.65,10.0,0.6,-8.5,-4.97,6.56,-2.21,20.0,7.78,10.0,0.6,1007.84,1013.1,1016.82,1012.53,32.0,4.59,14.0,0.5,3.2,6.5,8.0,5.8,12.0,2.6,10.0,0.4,79.1,86.9,93.3,85.4,19.0,8.0,8.0,0.6,-235.3,14.4,83.2,-21.3,20.0,150.7,10.0,0.6,-144.0,-34.9,67.4,-41.2,20.0,110.3,10.0,0.6
2009,10,24118,-49.5,50.7,23.5,23.9,25.8,24.6,3.0,1.8,26.0,0.3,-30.8,-28.5,-22.4,-26.6,3.0,6.4,26.0,0.3,17.6,17.6,20.1,18.8,3.0,2.1,26.0,0.3,-21.0,-20.9,-18.8,-19.9,3.0,1.8,26.0,0.3,4.4,7.0,9.5,7.0,3.0,3.7,26.0,0.3,-11.3,-8.4,-4.5,-7.9,3.0,5.0,26.0,0.3,238.5,238.5,238.5,238.5,3.0,0.0,26.0,0.3,240.0,240.0,240.0,240.0,3.0,0.0,26.0,0.3,-0.02,1.0,1.89,0.93,3.0,1.4,26.0,0.3,-0.1,6.2,11.7,5.8,3.0,8.7,26.0,0.3,1.02,1.76,2.38,1.7,3.0,1.0,26.0,0.3,6.3,10.9,14.8,10.6,3.0,6.2,26.0,0.3,5.23,7.0,8.37,6.8,3.0,2.31,26.0,0.3,5.25,6.0,6.48,5.87,3.0,0.91,26.0,0.3,4.41,4.41,4.45,4.43,3.0,0.03,26.0,0.3,74.1,76.6,81.6,77.8,3.0,5.6,26.0,0.3,6.2,6.2,6.2,6.2,3.0,0.0,26.0,0.3,3.99,3.99,4.51,4.24,3.0,0.44,26.0,0.3,-4.75,-4.75,-4.23,-4.49,3.0,0.44,26.0,0.3,1016.82,1017.3,1017.91,1017.37,3.0,0.8,26.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.5,54.2,-15.2,3.8,23.5,0.3,10.0,29.4,16.0,0.7,-50.8,-43.3,-3.8,-32.0,10.0,28.7,16.0,0.7,-26.3,0.0,4.2,-10.8,3.0,24.2,12.0,1.0,-37.6,-16.8,-14.9,-26.0,3.0,18.4,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,9.0,10.59,8.28,10.0,3.46,16.0,0.7,-2.82,0.7,3.36,-0.1,10.0,4.22,16.0,0.7,-9.79,-8.45,-0.9,-6.31,10.0,5.12,16.0,0.7,1004.54,1018.9,1019.51,1013.88,15.0,7.03,12.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,-53.6,30.2,33.5,41.1,35.6,3.0,8.2,18.0,0.3,-25.2,-24.1,-20.8,-23.1,3.0,3.3,18.0,0.3,31.4,44.6,47.2,39.4,3.0,12.4,18.0,0.3,-27.2,-25.7,-22.7,-25.0,3.0,3.4,18.0,0.3,1.7,2.1,2.3,2.0,3.0,0.4,18.0,0.3,-1.3,-1.2,-1.2,-1.3,3.0,0.1,18.0,0.3,936.0,2146.5,2146.5,1555.5,3.0,1024.0,18.0,0.3,935.0,2145.0,2145.0,1555.0,3.0,1025.0,18.0,0.3,-2.0,-2.0,-1.93,-1.97,3.0,0.06,18.0,0.3,-25.8,-25.8,-17.5,-21.8,3.0,7.0,18.0,0.3,0.2,0.21,0.25,0.22,3.0,0.04,18.0,0.3,2.1,2.5,2.6,2.4,3.0,0.4,18.0,0.3,1.32,2.0,2.89,2.1,3.0,1.15,18.0,0.3,3.32,4.0,4.82,4.07,3.0,1.1,18.0,0.3,4.1,4.33,4.5,4.3,3.0,0.3,18.0,0.3,82.5,82.7,83.0,82.7,3.0,0.4,18.0,0.3,9.01,12.9,12.9,11.0,3.0,3.29,18.0,0.3,7.31,11.17,11.17,9.29,3.0,3.27,18.0,0.3,-6.45,-6.45,-5.21,-5.84,3.0,1.05,18.0,0.3,985.26,1000.6,1001.1,995.88,9.0,9.6,24.0,0.8,4.0,6.0,6.7,5.3,3.0,2.1,18.0,0.3,82.5,82.7,83.0,82.7,3.0,0.4,18.0,0.3,72.8,144.1,144.1,109.3,3.0,60.3,18.0,0.3,-83.2,-83.2,-49.2,-66.6,3.0,28.8,18.0,0.3
2009,10,24118,-49.39999999999998,-29.7,-104.3,-30.2,7.0,-39.8,18.0,93.3,14.0,0.5,-106.5,16.9,142.3,22.7,18.0,118.1,14.0,0.5,-60.4,-18.7,4.2,-22.8,18.0,60.1,14.0,0.5,-67.9,9.9,72.3,12.8,18.0,69.1,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,7.2,9.95,7.13,18.0,3.01,14.0,0.5,-5.58,-1.48,0.35,-2.0,18.0,4.64,14.0,0.5,-6.18,0.79,7.85,1.23,18.0,5.97,14.0,0.5,1011.07,1016.3,1022.0,1016.63,18.0,5.46,14.0,0.5,1.7,6.5,8.0,5.3,18.0,2.8,14.0,0.5,72.4,79.8,87.7,80.4,18.0,7.8,14.0,0.5,-36.5,-9.4,2.4,-14.4,18.0,47.4,14.0,0.5,-44.4,2.0,61.7,10.9,18.0,57.0,14.0,0.5
2009,10,24118,-49.39999999999998,-1.7,-67.8,-60.2,-55.3,-61.5,4.0,7.6,18.0,0.3,-65.9,-62.3,-56.7,-61.3,4.0,5.7,18.0,0.3,-44.4,-41.0,-38.0,-41.2,4.0,3.7,18.0,0.3,-45.3,-41.3,-37.2,-41.3,4.0,4.7,18.0,0.3,-17.9,-16.5,-15.1,-16.5,2.0,2.9,18.0,0.5,-17.0,-16.4,-15.8,-16.4,2.0,1.2,18.0,0.5,30.0,30.0,30.0,30.0,4.0,0.0,18.0,0.3,30.0,30.0,30.0,30.0,4.0,0.0,18.0,0.3,0.37,1.15,1.93,1.15,2.0,1.63,18.0,0.5,1.1,3.6,6.0,3.6,2.0,5.0,18.0,0.5,7.35,7.54,7.73,7.54,2.0,0.39,18.0,0.5,22.8,23.4,24.0,23.4,2.0,1.2,18.0,0.5,29.8,29.8,29.8,29.8,2.0,0.0,18.0,0.5,27.34,27.75,28.94,28.13,4.0,1.16,18.0,0.3,18.67,18.92,19.07,18.87,4.0,0.27,18.0,0.3,75.3,81.8,83.5,79.5,4.0,6.0,18.0,0.3,3.1,3.1,3.1,3.1,4.0,0.0,18.0,0.3,-2.37,-2.18,-1.99,-2.18,4.0,0.22,18.0,0.3,-2.37,-2.18,-1.99,-2.18,4.0,0.22,18.0,0.3,1009.94,1011.3,1012.71,1011.33,4.0,1.62,18.0,0.3,3.0,3.0,3.0,3.0,1.0,0.0,18.0,1.0,75.3,81.8,83.5,79.5,4.0,6.0,18.0,0.3,-7.4,-6.8,-6.2,-6.8,4.0,0.7,18.0,0.3,-7.4,-6.8,-6.2,-6.8,4.0,0.7,18.0,0.3
2009,10,24118,-49.39999999999998,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.94,29.5,30.21,29.62,6.0,0.87,10.0,0.8,27.31,28.0,28.87,27.98,5.0,1.15,12.0,0.8,17.17,19.41,19.82,18.51,3.0,2.09,14.0,0.7,72.0,82.2,88.3,80.3,4.0,11.2,12.0,0.8,4.0,5.1,12.0,6.98,6.0,3.93,10.0,0.8,-11.82,-4.35,-3.51,-6.51,6.0,4.14,10.0,0.8,-2.06,1.04,2.2,0.3,6.0,2.4,10.0,0.8,1008.79,1012.4,1016.8,1012.47,6.0,3.97,10.0,0.8,4.4,7.0,7.2,6.0,6.0,2.2,10.0,0.8,72.0,82.2,88.3,80.3,4.0,11.2,12.0,0.8,-141.8,-22.2,-12.9,-59.0,6.0,64.3,10.0,0.8,-10.5,5.4,25.0,5.9,6.0,17.4,10.0,0.8
2009,10,24118,-49.39999999999998,8.7,-299.3,-261.8,-222.3,-260.8,4.0,44.7,18.0,0.5,0.0,0.0,28.1,13.4,4.0,26.8,18.0,0.5,-203.0,-177.5,-148.3,-175.8,4.0,32.1,18.0,0.5,0.0,0.0,18.3,8.7,4.0,17.5,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.94,9.0,10.32,9.13,4.0,1.43,18.0,0.5,-10.24,-9.0,-7.94,-9.08,4.0,1.37,18.0,0.5,0.0,0.0,0.98,0.47,4.0,0.94,18.0,0.5,1008.44,1010.95,1012.05,1010.28,4.0,2.88,18.0,0.5,1.5,2.5,3.0,2.3,4.0,1.0,18.0,0.5,76.8,78.4,80.0,78.4,4.0,2.0,18.0,0.5,-105.9,-81.6,-63.1,-84.4,4.0,25.7,18.0,0.5,0.0,0.0,10.6,5.1,4.0,10.1,18.0,0.5
2009,10,24118,-49.39999999999998,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.6,-64.2,-38.3,-58.6,3.0,29.9,18.0,0.7,0.0,0.0,10.3,5.0,3.0,8.7,18.0,0.7,501.5,746.5,1108.0,802.0,4.0,370.0,18.0,0.5,500.0,745.0,1110.0,800.0,4.0,370.0,18.0,0.5,-0.92,1.4,1.81,0.47,3.0,2.16,18.0,0.7,-8.6,15.1,15.3,3.6,3.0,20.1,18.0,0.7,4.38,8.02,8.24,6.35,3.0,3.18,18.0,0.7,38.3,64.2,79.5,59.1,3.0,30.5,18.0,0.7,28.63,30.0,30.0,29.33,3.0,1.15,18.0,0.7,28.0,28.3,29.33,28.65,4.0,0.94,18.0,0.5,18.45,18.88,20.18,19.3,4.0,1.28,18.0,0.5,76.8,78.4,80.0,78.4,4.0,2.0,18.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.5,-23.5,-23.5,-23.5,1.0,0.0,24.0,1.0,-19.7,-19.7,-19.7,-19.7,1.0,0.0,24.0,1.0,129.5,199.0,268.5,199.0,2.0,144.0,24.0,0.5,130.0,200.0,270.0,200.0,2.0,145.0,24.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.7,0.9,0.57,3.0,0.51,24.0,1.0,0.7,2.3,3.9,2.3,2.0,3.3,20.0,1.0,4.74,7.43,7.88,6.34,3.0,2.49,24.0,1.0,22.1,35.1,48.2,35.1,2.0,27.0,20.0,1.0,26.63,28.0,28.48,27.57,3.0,1.4,24.0,1.0,26.63,27.0,28.37,27.4,5.0,1.14,16.0,0.6,16.48,17.48,19.02,17.74,5.0,1.43,16.0,0.6,72.1,79.0,83.6,78.0,5.0,6.1,16.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,20.4,-166.2,-125.5,-39.6,-120.0,8.0,77.1,20.0,0.4,-149.2,-82.6,0.0,-71.9,8.0,71.6,20.0,0.4,-86.5,-80.6,-22.3,-63.3,7.0,34.6,18.0,0.4,-64.6,-46.6,0.7,-36.3,7.0,42.0,18.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,5.15,6.86,5.83,8.0,2.46,20.0,0.4,-5.62,-4.57,-1.48,-4.37,8.0,2.82,20.0,0.4,-5.47,-3.12,0.0,-2.65,8.0,2.65,20.0,0.4,1014.1,1015.1,1017.33,1015.73,8.0,2.96,20.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.4,-21.7,-11.4,-21.4,4.0,14.9,20.0,0.3,-29.6,-15.4,-3.8,-16.7,4.0,15.9,20.0,0.3,72.0,141.5,325.5,308.5,8.0,468.0,20.0,0.4,70.0,140.0,325.0,310.0,8.0,470.0,20.0,0.4,-0.29,0.75,1.84,0.78,4.0,1.48,20.0,0.3,-0.8,4.7,11.1,5.1,4.0,7.8,20.0,0.3,3.59,5.42,7.01,5.3,4.0,2.33,20.0,0.3,15.3,32.0,43.6,29.6,4.0,17.2,20.0,0.3,26.48,27.5,28.26,27.38,4.0,1.11,20.0,0.3,26.11,27.25,29.72,27.64,8.0,1.63,20.0,0.4,16.27,17.91,18.6,17.34,7.0,1.44,18.0,0.4,67.2,78.6,81.8,75.3,7.0,9.9,18.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,4.5,6.0,4.6,14.0,1.9,14.0,0.6,72.0,76.2,81.9,76.5,34.0,6.5,20.0,0.7,-34.0,-8.9,18.3,-9.8,32.0,28.3,20.0,0.7,-49.5,-21.7,-4.3,-25.6,32.0,28.2,20.0,0.7
2009,10,24118,-49.39999999999998,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,27.3,28.0,27.44,13.0,0.5,12.0,0.5,23.84,26.0,27.14,25.69,19.0,1.97,14.0,0.4,13.83,16.22,20.12,16.62,17.0,3.52,12.0,0.5,66.6,75.4,91.6,77.6,20.0,11.2,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,30.5,-197.6,-44.5,118.6,-41.1,17.0,147.7,14.0,0.5,-156.8,-54.5,62.0,-47.3,17.0,111.4,14.0,0.5,-124.6,-28.7,83.2,-25.8,17.0,91.3,14.0,0.5,-98.0,-30.9,36.7,-30.9,17.0,66.4,14.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,6.7,8.94,7.3,17.0,2.1,14.0,0.5,-7.7,-1.74,4.74,-1.62,17.0,5.81,14.0,0.5,-6.57,-2.14,2.44,-1.99,17.0,4.51,14.0,0.5,1013.92,1016.8,1019.93,1016.82,21.0,2.95,12.0,0.4,2.0,5.0,7.0,4.4,17.0,2.3,12.0,0.5,68.3,78.7,84.5,77.5,18.0,11.4,14.0,0.4,-61.1,-12.2,28.1,-17.7,17.0,52.4,14.0,0.5,-45.0,-21.9,17.7,-16.8,17.0,36.4,14.0,0.5
2009,10,24118,-49.39999999999998,32.4,-115.0,0.0,144.9,-1.2,14.0,114.2,16.0,0.4,-75.1,0.0,97.5,5.3,14.0,130.0,16.0,0.4,-56.3,0.0,70.4,2.5,14.0,66.3,16.0,0.4,-47.2,0.0,45.8,7.4,14.0,80.0,16.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.35,8.14,6.04,14.0,3.17,16.0,0.4,-5.0,0.0,5.72,-0.04,14.0,4.74,16.0,0.4,-3.52,0.0,3.98,0.31,14.0,5.17,16.0,0.4,1010.88,1016.55,1020.89,1016.09,18.0,4.72,14.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.2,3.2,32.5,-0.6,9.0,32.7,12.0,0.6,-2.8,0.0,9.9,-5.4,9.0,26.8,12.0,0.6,69.0,155.0,540.0,413.5,14.0,630.5,16.0,0.4,70.0,155.0,540.0,415.0,14.0,630.0,16.0,0.4,-2.0,1.5,3.0,0.91,9.0,2.43,12.0,0.6,-13.8,7.5,11.2,0.6,9.0,14.0,12.0,0.6,3.5,5.52,8.88,5.47,9.0,3.03,12.0,0.6,6.9,32.6,45.6,31.7,9.0,26.2,12.0,0.6,23.63,25.0,25.73,24.5,9.0,1.54,12.0,0.6,21.52,22.5,24.97,23.26,14.0,2.01,16.0,0.4,11.31,13.97,15.34,13.65,14.0,2.44,16.0,0.4,60.0,84.8,91.8,77.6,14.0,15.5,16.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.6,3.5,28.4,1.7,14.0,27.3,20.0,0.6,-65.8,-6.3,23.9,-14.1,14.0,42.1,20.0,0.6,71.0,373.0,1851.5,959.5,20.0,1331.5,16.0,0.6,70.0,375.0,1850.0,960.0,20.0,1330.0,16.0,0.6,-1.38,1.15,2.96,0.98,14.0,2.3,20.0,0.6,-9.9,12.3,17.8,7.3,14.0,19.1,20.0,0.6,3.05,5.06,6.06,4.76,14.0,2.44,20.0,0.6,20.8,37.2,80.5,42.4,14.0,28.3,20.0,0.6,21.0,23.6,25.0,23.36,15.0,1.91,18.0,0.6,18.07,23.0,26.24,22.29,18.0,3.53,18.0,0.6,10.17,13.57,15.02,13.0,17.0,3.1,16.0,0.6,61.6,76.6,85.3,73.9,19.0,12.4,16.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,38.6,-87.5,28.6,182.8,38.1,13.0,123.0,18.0,0.6,-154.1,-51.3,189.6,3.8,13.0,207.1,18.0,0.6,-32.9,13.6,82.2,28.8,11.0,69.1,20.0,0.5,-69.5,-37.4,102.9,8.8,11.0,119.3,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,8.2,16.24,10.32,13.0,6.05,18.0,0.6,-4.11,1.79,10.33,1.77,13.0,6.57,18.0,0.6,-9.63,-2.44,8.4,-1.08,13.0,10.2,18.0,0.6,1009.09,1017.0,1020.55,1015.51,13.0,5.55,18.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.0,-5.4,10.6,-7.3,15.0,28.1,8.0,0.7,-27.4,-19.1,1.5,-13.3,15.0,13.4,8.0,0.7,134.5,1092.5,4906.5,2248.5,20.0,2146.0,10.0,0.6,135.0,1095.0,4905.0,2250.0,20.0,2145.0,10.0,0.6,-3.3,-0.25,2.3,-0.15,18.0,3.65,8.0,0.6,-30.9,-4.6,41.3,1.0,17.0,39.6,8.0,0.6,-0.16,1.42,3.55,1.7,16.0,2.74,8.0,0.7,-1.8,22.3,50.5,21.8,15.0,26.6,8.0,0.7,11.86,13.7,17.14,14.31,19.0,3.5,8.0,0.6,11.7,14.2,16.59,13.65,20.0,3.34,10.0,0.6,7.26,7.91,9.95,8.27,18.0,1.83,8.0,0.6,79.1,86.9,93.3,85.4,19.0,8.0,8.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,10,24118,-49.39999999999998,44.4,-4.5,45.4,135.4,53.5,23.0,71.9,14.0,0.7,-48.1,30.4,91.9,25.3,23.0,81.8,14.0,0.7,-5.6,37.0,70.3,33.5,18.0,42.4,12.0,0.8,-22.2,34.6,68.6,24.4,18.0,53.6,12.0,0.8,-0.6,4.1,37.2,13.9,17.0,20.3,12.0,0.8,-18.5,-3.3,6.0,-4.7,17.0,13.7,12.0,0.8,238.5,1259.5,5854.0,2242.0,23.0,2495.5,14.0,0.7,240.0,1260.0,5855.0,2240.0,23.0,2495.0,14.0,0.7,-3.2,-0.7,1.83,-0.71,22.0,2.55,14.0,0.7,-28.0,-8.5,21.3,-5.1,22.0,34.1,14.0,0.7,-0.53,1.28,3.03,1.16,17.0,1.67,12.0,0.8,-6.2,12.8,41.2,15.8,17.0,23.7,12.0,0.8,7.0,8.4,12.0,9.27,22.0,3.0,14.0,0.7,7.18,11.0,13.02,10.35,23.0,3.43,14.0,0.7,5.83,7.07,7.9,6.91,18.0,1.6,12.0,0.8,70.6,80.2,87.4,80.5,18.0,8.1,12.0,0.8,6.2,10.8,18.01,11.29,23.0,4.86,14.0,0.7,-0.91,4.65,13.82,5.67,23.0,7.26,14.0,0.7,-6.17,3.04,8.85,1.72,23.0,8.22,14.0,0.7,1005.17,1008.5,1026.23,1010.77,43.0,10.51,12.0,0.7,1.8,8.0,8.0,5.6,16.0,3.2,12.0,0.7,70.6,80.2,87.4,80.5,18.0,8.1,12.0,0.8,-4.9,29.6,217.7,83.6,23.0,130.3,14.0,0.7,-81.8,29.4,113.8,22.7,23.0,114.7,14.0,0.7
